# Derived extract of Supplementary Data 1, scFoundation (Hao et al. 2024, Nature Methods, doi:10.1038/s41592-024-02305-7).
# derived-from-sha256: 786c6962d01bbeeffcc88335d2e2e762f333daf399c649bec3916bc4ef2209d0
# Columns kept: project_ID, sample_ID, cell_number_reserved — every row, values unchanged. The publisher file itself is not committed.
project_ID,sample_ID,cell_number_reserved
GEO-GSE184362,GEO-GSM5585104,5100
GEO-GSE184362,GEO-GSM5585107,7434
GEO-GSE184362,GEO-GSM5585109,10922
GEO-GSE184362,GEO-GSM5585112,4475
GEO-GSE184362,GEO-GSM5585113,2754
GEO-GSE184362,GEO-GSM5585115,6545
GEO-GSE184362,GEO-GSM5585116,8728
GEO-GSE184362,GEO-GSM5585118,14440
GEO-GSE184362,GEO-GSM5585119,10069
GEO-GSE184362,GEO-GSM5585120,7155
GEO-GSE184362,GEO-GSM5585121,22379
GEO-GSE184362,GEO-GSM5585106,10413
GEO-GSE184362,GEO-GSM5585110,11667
GEO-GSE184362,GEO-GSM5585114,6257
GEO-GSE184362,GEO-GSM5585117,10521
GEO-GSE184362,GEO-GSM5585122,9116
GEO-GSE184362,GEO-GSM5585123,7046
GEO-GSE145154,GEO-GSM4307517,6286
GEO-GSE145154,GEO-GSM4307522,4420
GEO-GSE145154,GEO-GSM4307526,4322
GEO-GSE145154,GEO-GSM4307528,3196
GEO-GSE145154,GEO-GSM4307530,5365
GEO-GSE145154,GEO-GSM4307532,4894
GEO-GSE145154,GEO-GSM4307533,666
GEO-GSE145154,GEO-GSM4307534,5553
GEO-GSE145154,GEO-GSM4307536,2672
GEO-GSE145154,GEO-GSM4307537,4272
GEO-GSE145154,GEO-GSM4307538,3343
GEO-GSE145154,GEO-GSM4307545,8816
GEO-GSE145154,GEO-GSM4307549,4497
GEO-GSE145154,GEO-GSM4307550,6746
GEO-GSE145154,GEO-GSM4307519,2175
GEO-GSE145154,GEO-GSM4307523,2545
GEO-GSE145154,GEO-GSM4307524,7192
GEO-GSE145154,GEO-GSM4307527,7009
GEO-GSE145154,GEO-GSM4307531,2791
GEO-GSE145154,GEO-GSM4307539,5491
GEO-GSE145154,GEO-GSM4307541,4478
GEO-GSE145154,GEO-GSM4307542,4799
GEO-GSE145154,GEO-GSM4307515,7830
GEO-GSE145154,GEO-GSM4307516,7115
GEO-GSE145154,GEO-GSM4307518,3914
GEO-GSE145154,GEO-GSM4307520,6335
GEO-GSE145154,GEO-GSM4307521,3017
GEO-GSE145154,GEO-GSM4307525,7451
GEO-GSE145154,GEO-GSM4307529,8233
GEO-GSE145154,GEO-GSM4307535,5316
GEO-GSE145154,GEO-GSM4307540,6126
GEO-GSE145154,GEO-GSM4307543,2159
GEO-GSE145154,GEO-GSM4307544,8009
GEO-GSE145154,GEO-GSM4307546,10531
GEO-GSE145154,GEO-GSM4307551,6558
GEO-GSE145154,GEO-GSM4307552,6950
GEO-GSE154386,GEO-GSM4670196,6794
GEO-GSE154386,GEO-GSM4670201,6686
GEO-GSE154386,GEO-GSM4670204,6839
GEO-GSE154386,GEO-GSM4670207,13252
GEO-GSE154386,GEO-GSM4670208,3871
GEO-GSE154386,GEO-GSM4670215,4219
GEO-GSE154386,GEO-GSM4670216,2155
GEO-GSE154386,GEO-GSM4670217,3944
GEO-GSE154386,GEO-GSM4670219,3650
GEO-GSE154386,GEO-GSM4670221,6423
GEO-GSE154386,GEO-GSM4670194,6998
GEO-GSE154386,GEO-GSM4670195,6379
GEO-GSE154386,GEO-GSM4670200,8625
GEO-GSE154386,GEO-GSM4670202,7331
GEO-GSE154386,GEO-GSM4670203,9978
GEO-GSE154386,GEO-GSM4670209,6095
GEO-GSE154386,GEO-GSM4670210,4563
GEO-GSE154386,GEO-GSM4670213,6725
GEO-GSE154386,GEO-GSM4670192,5421
GEO-GSE154386,GEO-GSM4670193,4191
GEO-GSE154386,GEO-GSM4670197,5213
GEO-GSE154386,GEO-GSM4670198,5173
GEO-GSE154386,GEO-GSM4670199,7485
GEO-GSE154386,GEO-GSM4670205,8892
GEO-GSE154386,GEO-GSM4670206,8793
GEO-GSE154386,GEO-GSM4670211,4337
GEO-GSE154386,GEO-GSM4670212,3722
GEO-GSE154386,GEO-GSM4670214,5548
GEO-GSE154386,GEO-GSM4670218,5511
GEO-GSE154386,GEO-GSM4670220,3322
GEO-GSE163633,GEO-GSM4983137,1601
GEO-GSE163633,GEO-GSM4983138,1846
GEO-GSE163633,GEO-GSM4983142,1230
GEO-GSE163633,GEO-GSM4983145,4201
GEO-GSE163633,GEO-GSM4983146,11324
GEO-GSE163633,GEO-GSM4983147,13189
GEO-GSE163633,GEO-GSM4983150,10906
GEO-GSE163633,GEO-GSM4983151,11257
GEO-GSE163633,GEO-GSM4983154,6282
GEO-GSE163633,GEO-GSM4983155,11156
GEO-GSE163633,GEO-GSM4983158,4848
GEO-GSE163633,GEO-GSM4983129,4284
GEO-GSE163633,GEO-GSM4983130,4919
GEO-GSE163633,GEO-GSM4983131,5557
GEO-GSE163633,GEO-GSM4983132,5782
GEO-GSE163633,GEO-GSM4983136,3152
GEO-GSE163633,GEO-GSM4983140,1519
GEO-GSE163633,GEO-GSM4983141,1750
GEO-GSE163633,GEO-GSM4983143,3859
GEO-GSE163633,GEO-GSM4983149,6845
GEO-GSE163633,GEO-GSM4983152,601
GEO-GSE163633,GEO-GSM4983153,5634
GEO-GSE163633,GEO-GSM4983156,6497
GEO-GSE163633,GEO-GSM4983159,11257
GEO-GSE163633,GEO-GSM4983128,2549
GEO-GSE163633,GEO-GSM4983133,1975
GEO-GSE163633,GEO-GSM4983134,8196
GEO-GSE163633,GEO-GSM4983135,7659
GEO-GSE163633,GEO-GSM4983139,3522
GEO-GSE163633,GEO-GSM4983144,3216
GEO-GSE163633,GEO-GSM4983148,6719
GEO-GSE163633,GEO-GSM4983157,4315
GEO-GSE157827,GEO-GSM4775561,6243
GEO-GSE157827,GEO-GSM4775564,12362
GEO-GSE157827,GEO-GSM4775567,10228
GEO-GSE157827,GEO-GSM4775570,3794
GEO-GSE157827,GEO-GSM4775574,6483
GEO-GSE157827,GEO-GSM4775578,8416
GEO-GSE157827,GEO-GSM4775581,11616
GEO-GSE157827,GEO-GSM4775565,2656
GEO-GSE157827,GEO-GSM4775568,16156
GEO-GSE157827,GEO-GSM4775569,1829
GEO-GSE157827,GEO-GSM4775571,9208
GEO-GSE157827,GEO-GSM4775573,6327
GEO-GSE157827,GEO-GSM4775575,3561
GEO-GSE157827,GEO-GSM4775576,15691
GEO-GSE157827,GEO-GSM4775562,15357
GEO-GSE157827,GEO-GSM4775563,6165
GEO-GSE157827,GEO-GSM4775566,2654
GEO-GSE157827,GEO-GSM4775572,8470
GEO-GSE157827,GEO-GSM4775577,10981
GEO-GSE157827,GEO-GSM4775579,6249
GEO-GSE157827,GEO-GSM4775580,14489
GEO-GSE162117,GEO-GSM4933442,14388
GEO-GSE162117,GEO-GSM4933445,13415
GEO-GSE162117,GEO-GSM4933444,15082
GEO-GSE162117,GEO-GSM4933448,20741
GEO-GSE162117,GEO-GSM4933449,21541
GEO-GSE162117,GEO-GSM4933450,22384
GEO-GSE162117,GEO-GSM4933441,16589
GEO-GSE162117,GEO-GSM4933443,16784
GEO-GSE162117,GEO-GSM4933446,11513
GEO-GSE162117,GEO-GSM4933447,23026
GEO-GSE138720,GEO-GSM4116694,4642
GEO-GSE138720,GEO-GSM4116695,3909
GEO-GSE138720,GEO-GSM4116701,15337
GEO-GSE138720,GEO-GSM4116706,9030
GEO-GSE138720,GEO-GSM4116700,20924
GEO-GSE138720,GEO-GSM4116702,12054
GEO-GSE138720,GEO-GSM4116704,12854
GEO-GSE138720,GEO-GSM4116705,8206
GEO-GSE138720,GEO-GSM4116707,13050
GEO-GSE138720,GEO-GSM4116708,13973
GEO-GSE138720,GEO-GSM4116696,5667
GEO-GSE138720,GEO-GSM4116697,7730
GEO-GSE138720,GEO-GSM4116698,8059
GEO-GSE138720,GEO-GSM4116699,11936
GEO-GSE138720,GEO-GSM4116703,11638
GEO-GSE138720,GEO-GSM4116709,13699
GEO-GSE190666,GEO-GSM5728576,20882
GEO-GSE190666,GEO-GSM5728580,19046
GEO-GSE190666,GEO-GSM5728581,20206
GEO-GSE190666,GEO-GSM5728579,32594
GEO-GSE190666,GEO-GSM5728582,16504
GEO-GSE190666,GEO-GSM5728577,18296
GEO-GSE190666,GEO-GSM5728578,27642
GEO-GSE171263,GEO-GSM5221533,95655
GEO-GSE171263,GEO-GSM5221534,54581
GEO-GSE168620,GEO-GSM5151372,75004
GEO-GSE168620,GEO-GSM5151373,5665
GEO-GSE168620,GEO-GSM5151371,74425
DISCO-GSE143381,DISCO-GSM4257562,3325
DISCO-GSE143381,DISCO-GSM4257563,4861
DISCO-GSE143381,DISCO-GSM4257564,7034
DISCO-GSE143381,DISCO-GSM4257566,3940
DISCO-GSE143381,DISCO-GSM4257567,4584
DISCO-GSE143381,DISCO-GSM4257926,9407
DISCO-GSE143381,DISCO-GSM4257927,4393
DISCO-GSE143381,DISCO-GSM4257928,4380
DISCO-GSE143381,DISCO-GSM4257929,3642
DISCO-GSE143381,DISCO-GSM4257930,5151
DISCO-GSE143381,DISCO-GSM4485991,7706
DISCO-GSE171890,DISCO-GSM5236518,5885
DISCO-GSE171890,DISCO-GSM5236519,5744
DISCO-GSE171890,DISCO-GSM5236520,7464
DISCO-GSE171890,DISCO-GSM5236521,4179
DISCO-GSE171890,DISCO-GSM5236522,6334
DISCO-GSE171890,DISCO-GSM5236523,7148
DISCO-GSE171890,DISCO-GSM5236524,12115
DISCO-GSE171890,DISCO-GSM5236525,12201
DISCO-GSE171890,DISCO-GSM5236526,7834
DISCO-GSE171890,DISCO-GSM5236527,7903
DISCO-GSE171890,DISCO-GSM5236528,8541
DISCO-GSE171890,DISCO-GSM5236529,7998
DISCO-GSE136394,DISCO-GSM4047944,6223
DISCO-GSE136394,DISCO-GSM4047945,4079
DISCO-GSE136394,DISCO-GSM4047946,4271
DISCO-GSE136394,DISCO-GSM4047947,4003
DISCO-GSE136394,DISCO-GSM4047948,2702
DISCO-GSE136394,DISCO-GSM4047949,3379
DISCO-GSE136394,DISCO-GSM4047950,3726
DISCO-GSE136394,DISCO-GSM4047951,3225
DISCO-GSE136394,DISCO-GSM4047952,3844
DISCO-GSE136394,DISCO-GSM4047953,4455
DISCO-GSE136394,DISCO-GSM4047954,4018
DISCO-GSE136394,DISCO-GSM4047955,5177
DISCO-GSE136394,DISCO-GSM4047956,4928
DISCO-GSE136394,DISCO-GSM4047957,5091
DISCO-GSE136394,DISCO-GSM4047958,3491
DISCO-GSE136394,DISCO-GSM4047959,3268
DISCO-E-MTAB-8221,DISCO-ERX4029225,3923
DISCO-E-MTAB-8221,DISCO-ERX4029226,5949
DISCO-E-MTAB-8221,DISCO-ERX4029230,5879
DISCO-E-MTAB-8221,DISCO-ERX4029231,8961
DISCO-E-MTAB-8221,DISCO-ERX4029232,4957
DISCO-E-MTAB-8221,DISCO-ERX4029233,23361
DISCO-E-MTAB-8221,DISCO-ERX4029234,5042
DISCO-E-MTAB-8221,DISCO-ERX4029235,4906
DISCO-GSE175499,DISCO-GSM5335490,2495
DISCO-GSE175499,DISCO-GSM5335491,4572
DISCO-GSE175499,DISCO-GSM5335492,5171
DISCO-GSE175499,DISCO-GSM5335493,6850
DISCO-GSE175499,DISCO-GSM5335494,4909
DISCO-GSE175499,DISCO-GSM5335495,4012
DISCO-GSE175499,DISCO-GSM5335496,6158
DISCO-GSE175499,DISCO-GSM5335497,5420
DISCO-GSE175499,DISCO-GSM5335498,5533
DISCO-GSE175499,DISCO-GSM5335499,6154
DISCO-GSE175499,DISCO-GSM5335500,5726
DISCO-GSE175499,DISCO-GSM5335501,5258
DISCO-GSE175499,DISCO-GSM5335502,5252
DISCO-GSE175499,DISCO-GSM5335503,5312
DISCO-GSE175499,DISCO-GSM5335504,4804
DISCO-GSE175499,DISCO-GSM5335505,3249
DISCO-GSE175499,DISCO-GSM5335506,4228
DISCO-GSE175499,DISCO-GSM5335507,5541
DISCO-GSE175499,DISCO-GSM5335508,3617
DISCO-GSE175499,DISCO-GSM5335509,5663
DISCO-GSE175499,DISCO-GSM5335510,3999
DISCO-GSE175499,DISCO-GSM5335511,6048
DISCO-GSE175499,DISCO-GSM5335512,3179
DISCO-GSE175499,DISCO-GSM5335513,5666
DISCO-GSE175499,DISCO-GSM5335514,5684
DISCO-GSE175499,DISCO-GSM5335515,3246
DISCO-GSE175499,DISCO-GSM5335516,3629
DISCO-GSE145370,DISCO-GSM4317409,9931
DISCO-GSE145370,DISCO-GSM4317410,6146
DISCO-GSE145370,DISCO-GSM4317411,7925
DISCO-GSE145370,DISCO-GSM4317412,9141
DISCO-GSE145370,DISCO-GSM4317413,12880
DISCO-GSE145370,DISCO-GSM4317414,3607
DISCO-GSE145370,DISCO-GSM4317415,5894
DISCO-GSE145370,DISCO-GSM4317416,4727
DISCO-GSE145370,DISCO-GSM4317417,4367
DISCO-GSE145370,DISCO-GSM4317418,9331
DISCO-GSE145370,DISCO-GSM4317419,3656
DISCO-GSE145370,DISCO-GSM4317420,2789
DISCO-GSE145370,DISCO-GSM4317421,5629
DISCO-GSE145370,DISCO-GSM4317422,7202
DISCO-GSE162631,DISCO-GSM4955731,22730
DISCO-GSE162631,DISCO-GSM4955732,9358
DISCO-GSE162631,DISCO-GSM4955733,11853
DISCO-GSE162631,DISCO-GSM4955734,10443
DISCO-GSE162631,DISCO-GSM4955735,11592
DISCO-GSE162631,DISCO-GSM4955736,13520
DISCO-GSE162631,DISCO-GSM4955737,17458
DISCO-GSE162631,DISCO-GSM4955738,36288
DISCO-GSE186596,DISCO-GSM5657287,4251
DISCO-GSE186596,DISCO-GSM5657288,6293
DISCO-GSE186596,DISCO-GSM5657289,5392
DISCO-GSE186596,DISCO-GSM5657290,8428
DISCO-GSE186596,DISCO-GSM5657291,4506
DISCO-GSE186596,DISCO-GSM5657292,6135
DISCO-GSE186596,DISCO-GSM5657293,4971
DISCO-GSE186596,DISCO-GSM5657294,3561
DISCO-GSE186596,DISCO-GSM5657295,5050
DISCO-GSE186596,DISCO-GSM5657296,4999
DISCO-GSE205095,DISCO-GSM6205130,2437
DISCO-GSE205095,DISCO-GSM6205131,1629
DISCO-GSE205095,DISCO-GSM6205132,2975
DISCO-GSE205095,DISCO-GSM6205133,1712
DISCO-GSE205095,DISCO-GSM6205134,2109
DISCO-GSE205095,DISCO-GSM6205135,2261
DISCO-GSE205095,DISCO-GSM6205136,1926
DISCO-GSE205095,DISCO-GSM6205137,2790
DISCO-GSE205095,DISCO-GSM6205138,2788
DISCO-GSE205095,DISCO-GSM6205139,3365
DISCO-GSE205095,DISCO-GSM6205140,2626
DISCO-GSE205095,DISCO-GSM6205141,2877
DISCO-GSE205095,DISCO-GSM6205142,2507
DISCO-GSE205095,DISCO-GSM6205143,4484
DISCO-GSE205095,DISCO-GSM6205144,3205
DISCO-GSE205095,DISCO-GSM6205145,4759
DISCO-GSE155288,DISCO-GSM4698512,2460
DISCO-GSE155288,DISCO-GSM4698513,6643
DISCO-GSE155288,DISCO-GSM4698514,2648
DISCO-GSE155288,DISCO-GSM4698515,6566
DISCO-GSE155288,DISCO-GSM4698516,2833
DISCO-GSE155288,DISCO-GSM4698517,5884
DISCO-GSE155288,DISCO-GSM4698518,2824
DISCO-GSE155288,DISCO-GSM4698519,5255
DISCO-GSE163715,DISCO-GSM4984317,4245
DISCO-GSE163715,DISCO-GSM4984318,7543
DISCO-GSE163715,DISCO-GSM4984319,3936
DISCO-GSE163715,DISCO-GSM4984320,7056
DISCO-GSE163715,DISCO-GSM4984321,5973
DISCO-GSE163715,DISCO-GSM4984322,7933
DISCO-GSE157278,DISCO-GSM4760620,4343
DISCO-GSE157278,DISCO-GSM4760621,5534
DISCO-GSE157278,DISCO-GSM4760622,5475
DISCO-GSE157278,DISCO-GSM4760623,6311
DISCO-GSE157278,DISCO-GSM4760624,3028
DISCO-GSE157278,DISCO-GSM4760625,8172
DISCO-GSE157278,DISCO-GSM4760626,4253
DISCO-GSE157278,DISCO-GSM4760627,4186
DISCO-GSE157278,DISCO-GSM4760628,4054
DISCO-GSE157278,DISCO-GSM4760629,6779
DISCO-GSE130157,DISCO-GSM3733098,1492
DISCO-GSE130157,DISCO-GSM3733099,1710
DISCO-GSE130157,DISCO-GSM3733100,976
DISCO-GSE130157,DISCO-GSM3733101,1949
DISCO-GSE130157,DISCO-GSM3733102,1786
DISCO-GSE130157,DISCO-GSM3733103,2194
DISCO-GSE130157,DISCO-GSM3733104,1831
DISCO-GSE130157,DISCO-GSM3733105,1324
DISCO-GSE130157,DISCO-GSM3733106,472
DISCO-GSE130157,DISCO-GSM3733107,2028
DISCO-GSE130157,DISCO-GSM3733108,2257
DISCO-GSE130157,DISCO-GSM3733109,2140
DISCO-GSE130157,DISCO-GSM3733110,1820
DISCO-GSE130157,DISCO-GSM3733111,1953
DISCO-GSE130157,DISCO-GSM3733112,1540
DISCO-GSE130157,DISCO-GSM3733113,2242
DISCO-GSE130157,DISCO-GSM3733114,1237
DISCO-GSE130157,DISCO-GSM3733115,1223
DISCO-GSE130157,DISCO-GSM3733116,1053
DISCO-GSE130157,DISCO-GSM3733117,1720
DISCO-GSE130157,DISCO-GSM3733118,2040
DISCO-GSE130157,DISCO-GSM3733119,1176
DISCO-GSE130157,DISCO-GSM3733120,1977
DISCO-GSE130157,DISCO-GSM3733121,2099
DISCO-GSE130157,DISCO-GSM3733122,2735
DISCO-GSE130157,DISCO-GSM3733123,1996
DISCO-GSE130157,DISCO-GSM3733124,1905
DISCO-GSE130157,DISCO-GSM3733125,1565
DISCO-GSE130157,DISCO-GSM3733126,819
DISCO-GSE130157,DISCO-GSM3733127,930
DISCO-GSE130157,DISCO-GSM3733128,920
DISCO-GSE130157,DISCO-GSM3733129,1301
DISCO-GSE130157,DISCO-GSM3733130,784
DISCO-GSE130157,DISCO-GSM3733131,1442
DISCO-GSE130157,DISCO-GSM3733132,1319
DISCO-GSE130157,DISCO-GSM3733133,1140
DISCO-GSE130157,DISCO-GSM3733134,1036
DISCO-GSE130157,DISCO-GSM3733135,915
DISCO-GSE130157,DISCO-GSM3733136,906
DISCO-GSE130157,DISCO-GSM3733137,1244
DISCO-GSE130157,DISCO-GSM3733138,1127
DISCO-GSE130157,DISCO-GSM3733139,911
DISCO-GSE130157,DISCO-GSM3733140,943
DISCO-GSE130157,DISCO-GSM3733141,1181
DISCO-GSE156703,DISCO-GSM4742854,3603
DISCO-GSE156703,DISCO-GSM4742855,2402
DISCO-GSE156703,DISCO-GSM4742856,1085
DISCO-GSE156703,DISCO-GSM4742857,7301
DISCO-GSE156703,DISCO-GSM4742858,8978
DISCO-GSE156703,DISCO-GSM4742859,6880
DISCO-GSE156703,DISCO-GSM4742860,3772
DISCO-GSE156703,DISCO-GSM4742861,4056
DISCO-GSE156703,DISCO-GSM4742862,4158
DISCO-GSE206528,DISCO-GSM6255907,8093
DISCO-GSE206528,DISCO-GSM6255908,5693
DISCO-GSE206528,DISCO-GSM6255909,13289
DISCO-GSE206528,DISCO-GSM6255910,3073
DISCO-GSE206528,DISCO-GSM6255911,5716
DISCO-GSE206528,DISCO-GSM6255912,11331
DISCO-GSE206528,DISCO-GSM6255913,8662
DISCO-GSE167118,DISCO-GSM5093884,2797
DISCO-GSE167118,DISCO-GSM5093887,2709
DISCO-GSE167118,DISCO-GSM5093889,3334
DISCO-GSE167118,DISCO-GSM5093892,1543
DISCO-GSE167118,DISCO-GSM5093895,2122
DISCO-GSE167118,DISCO-GSM5093897,1408
DISCO-GSE167118,DISCO-GSM5093900,6336
DISCO-GSE167118,DISCO-GSM5093903,3072
DISCO-GSE167118,DISCO-GSM5093906,8942
DISCO-GSE167118,DISCO-GSM5093909,625
DISCO-GSE167118,DISCO-GSM5093911,390
DISCO-GSE167118,DISCO-GSM5093914,10273
DISCO-GSE167118,DISCO-GSM5093917,2961
DISCO-GSE167118,DISCO-GSM5093919,7739
DISCO-GSE167118,DISCO-GSM5093922,9231
DISCO-GSE167118,DISCO-GSM5093925,464
DISCO-GSE167118,DISCO-GSM5093927,500
DISCO-GSE167118,DISCO-GSM5093930,8160
DISCO-GSE167118,DISCO-GSM5093933,387
DISCO-GSE167118,DISCO-GSM5093935,347
DISCO-GSE167118,DISCO-GSM5093938,10576
DISCO-GSE167118,DISCO-GSM5093941,2685
DISCO-GSE167118,DISCO-GSM5093943,1794
DISCO-GSE167118,DISCO-GSM5093946,6020
DISCO-GSE167118,DISCO-GSM5093949,3024
DISCO-GSE167118,DISCO-GSM5093951,8235
DISCO-GSE167118,DISCO-GSM5093954,5466
DISCO-GSE167118,DISCO-GSM5093957,1179
DISCO-GSE167118,DISCO-GSM5093959,2931
DISCO-GSE167118,DISCO-GSM5093962,6811
DISCO-GSE167118,DISCO-GSM5093965,2224
DISCO-GSE167118,DISCO-GSM5093967,2425
DISCO-GSE167118,DISCO-GSM5093972,323
DISCO-GSE179135,DISCO-GSM5410484,5080
DISCO-GSE179135,DISCO-GSM5410485,5257
DISCO-GSE179135,DISCO-GSM5410486,5245
DISCO-GSE179135,DISCO-GSM5410487,6554
DISCO-GSE179135,DISCO-GSM5410488,6702
DISCO-GSE179135,DISCO-GSM5410489,3947
DISCO-GSE179135,DISCO-GSM5410490,5658
DISCO-GSE179135,DISCO-GSM5410491,6278
DISCO-GSE179135,DISCO-GSM5410492,4680
DISCO-GSE129363,DISCO-GSM3711757,9926
DISCO-GSE129363,DISCO-GSM3711758,1745
DISCO-GSE129363,DISCO-GSM3711759,1722
DISCO-GSE129363,DISCO-GSM3711760,2431
DISCO-GSE129363,DISCO-GSM3711770,236
DISCO-GSE129363,DISCO-GSM3711771,1104
DISCO-GSE129363,DISCO-GSM3711772,425
DISCO-GSE129363,DISCO-GSM3711773,5624
DISCO-GSE129363,DISCO-GSM3711774,2670
DISCO-GSE129363,DISCO-GSM3711775,1081
DISCO-GSE129363,DISCO-GSM3711776,677
DISCO-GSE129363,DISCO-GSM3711777,1317
DISCO-GSE129363,DISCO-GSM3711779,1059
DISCO-GSE129363,DISCO-GSM3711780,560
DISCO-GSE129363,DISCO-GSM3711781,1708
DISCO-GSE129363,DISCO-GSM3711782,1454
DISCO-GSE129363,DISCO-GSM3711783,1174
DISCO-GSE129363,DISCO-GSM3711784,788
DISCO-GSE129363,DISCO-GSM3711785,220
DISCO-GSE129363,DISCO-GSM3711786,4453
DISCO-GSE129363,DISCO-GSM3711787,2852
DISCO-GSE129363,DISCO-GSM3711788,2462
DISCO-GSE157477,DISCO-GSM4766839,6723
DISCO-GSE157477,DISCO-GSM4766840,3720
DISCO-GSE157477,DISCO-GSM4766841,4941
DISCO-GSE157477,DISCO-GSM4766842,5068
DISCO-GSE157477,DISCO-GSM4766843,6857
DISCO-GSE157477,DISCO-GSM4766844,6956
DISCO-GSE157477,DISCO-GSM4766845,6215
DISCO-GSE157477,DISCO-GSM4766846,4780
DISCO-GSE157477,DISCO-GSM4766847,2421
DISCO-GSE157477,DISCO-GSM4766848,4116
DISCO-GSE157477,DISCO-GSM4766849,2269
DISCO-GSE167976,DISCO-GSM5119093,3000
DISCO-GSE167976,DISCO-GSM5119094,3557
DISCO-GSE167976,DISCO-GSM5119096,2810
DISCO-GSE167976,DISCO-GSM5119097,3255
DISCO-GSE167976,DISCO-GSM5119098,3464
DISCO-GSE167976,DISCO-GSM5119100,3086
DISCO-GSE167976,DISCO-GSM5119101,1625
DISCO-GSE167976,DISCO-GSM5119102,1682
DISCO-GSE167976,DISCO-GSM5119104,1595
DISCO-GSE167976,DISCO-GSM5119105,1855
DISCO-GSE167976,DISCO-GSM5119106,805
DISCO-GSE167976,DISCO-GSM5119108,770
DISCO-GSE167976,DISCO-GSM5119109,486
DISCO-GSE167976,DISCO-GSM5119110,351
DISCO-GSE167976,DISCO-GSM5119111,695
DISCO-GSE167976,DISCO-GSM5119113,396
DISCO-GSE167976,DISCO-GSM5119114,1760
DISCO-GSE167976,DISCO-GSM5119116,2010
DISCO-GSE167976,DISCO-GSM5119117,1698
DISCO-GSE167976,DISCO-GSM5119118,1561
DISCO-GSE167976,DISCO-GSM5119120,1989
DISCO-GSE167976,DISCO-GSM5119121,1691
DISCO-GSE167976,DISCO-GSM5119122,1835
DISCO-GSE167976,DISCO-GSM5119123,1669
DISCO-GSE167976,DISCO-GSM5119124,1432
DISCO-GSE167976,DISCO-GSM5119126,1657
DISCO-GSE167976,DISCO-GSM5119127,1514
DISCO-GSE167976,DISCO-GSM5119128,1367
DISCO-GSE167976,DISCO-GSM5119130,1719
DISCO-GSE155224,DISCO-GSM4697611,5716
DISCO-GSE155224,DISCO-GSM4697612,1662
DISCO-GSE155224,DISCO-GSM4697613,6334
DISCO-GSE155224,DISCO-GSM4697614,7568
DISCO-GSE155224,DISCO-GSM4697615,5725
DISCO-GSE155224,DISCO-GSM4697617,4262
DISCO-GSE155224,DISCO-GSM4697618,1872
DISCO-GSE155224,DISCO-GSM4697619,1921
DISCO-GSE155224,DISCO-GSM4697620,291
DISCO-GSE155224,DISCO-GSM4697621,4583
DISCO-GSE155224,DISCO-GSM4697622,3372
DISCO-GSE155224,DISCO-GSM4697623,4798
DISCO-GSE155224,DISCO-GSM4697624,4482
DISCO-GSE155224,DISCO-GSM4697625,584
DISCO-GSE155224,DISCO-GSM4697626,4568
DISCO-GSE155224,DISCO-GSM4697627,2461
DISCO-GSE155224,DISCO-GSM4697628,2298
DISCO-GSE112271,DISCO-GSM3064818,14796
DISCO-GSE112271,DISCO-GSM3064819,6327
DISCO-GSE112271,DISCO-GSM3064821,2848
DISCO-GSE112271,DISCO-GSM3064822,4579
DISCO-GSE112271,DISCO-GSM3064823,922
DISCO-GSE112271,DISCO-GSM3064824,4505
DISCO-GSE180268,DISCO-GSM5456907,1353
DISCO-GSE180268,DISCO-GSM5456909,1488
DISCO-GSE180268,DISCO-GSM5456911,308
DISCO-GSE180268,DISCO-GSM5456913,1476
DISCO-GSE180268,DISCO-GSM5456915,621
DISCO-GSE180268,DISCO-GSM5456917,6615
DISCO-GSE180268,DISCO-GSM5456919,8651
DISCO-GSE180268,DISCO-GSM5456921,2533
DISCO-GSE180268,DISCO-GSM5456923,222
DISCO-GSE180268,DISCO-GSM5456925,421
DISCO-GSE180268,DISCO-GSM5456927,3474
DISCO-GSE180268,DISCO-GSM5456929,5047
DISCO-GSE180268,DISCO-GSM5456931,1469
DISCO-GSE180268,DISCO-GSM5456933,3016
DISCO-GSE180268,DISCO-GSM5456935,5455
DISCO-GSE180268,DISCO-GSM5456937,4250
DISCO-GSE180268,DISCO-GSM5456939,3161
DISCO-GSE180268,DISCO-GSM5456941,323
DISCO-E-MTAB-8495,DISCO-ERX5239476,4406
DISCO-E-MTAB-8495,DISCO-ERX5239477,1850
DISCO-E-MTAB-8495,DISCO-ERX5239478,1504
DISCO-E-MTAB-8495,DISCO-ERX5239479,1516
DISCO-E-MTAB-8495,DISCO-ERX5239480,850
DISCO-E-MTAB-8495,DISCO-ERX5239481,1362
DISCO-E-MTAB-8495,DISCO-ERX5239482,5266
DISCO-E-MTAB-8495,DISCO-ERX5239483,3862
DISCO-E-MTAB-8495,DISCO-ERX5239484,2275
DISCO-E-MTAB-8495,DISCO-ERX5239485,2226
DISCO-E-MTAB-8495,DISCO-ERX5239486,1477
DISCO-E-MTAB-8495,DISCO-ERX5239487,1389
DISCO-E-MTAB-8495,DISCO-ERX5239488,4487
DISCO-E-MTAB-8495,DISCO-ERX5239489,2228
DISCO-E-MTAB-8495,DISCO-ERX5239490,3364
DISCO-E-MTAB-8495,DISCO-ERX5239491,3891
DISCO-E-MTAB-8495,DISCO-ERX5239492,2066
