# Derived extract of Supplementary Data 1, scFoundation (Hao et al. 2024, Nature Methods, doi:10.1038/s41592-024-02305-7).
# derived-from-sha256: 786c6962d01bbeeffcc88335d2e2e762f333daf399c649bec3916bc4ef2209d0
# Columns kept: project_ID, sample_ID, cell_number_reserved — every row, values unchanged. The publisher file itself is not committed.
project_ID,sample_ID,cell_number_reserved
GEO-GSE161918,GEO-GSM4929141,27052
GEO-GSE161918,GEO-GSM4929142,29681
GEO-GSE161918,GEO-GSM4929143,22311
GEO-GSE161918,GEO-GSM4929144,25380
GEO-GSE161918,GEO-GSM4929145,19130
GEO-GSE161918,GEO-GSM4929146,21788
GEO-GSE161918,GEO-GSM4929147,21509
GEO-GSE161918,GEO-GSM4929148,22118
GEO-GSE161918,GEO-GSM4929149,22279
GEO-GSE161918,GEO-GSM4929150,28669
GEO-GSE161918,GEO-GSM4929151,21403
GEO-GSE161918,GEO-GSM4929152,20424
GEO-GSE161918,GEO-GSM4929153,15217
GEO-GSE161918,GEO-GSM4929154,16313
GEO-GSE161918,GEO-GSM4929155,17303
GEO-GSE161918,GEO-GSM4929156,18152
GEO-GSE161918,GEO-GSM4929157,16476
GEO-GSE161918,GEO-GSM4929158,17772
GEO-GSE161918,GEO-GSM4929159,17565
GEO-GSE161918,GEO-GSM4929160,15328
GEO-GSE161918,GEO-GSM4929209,18270
GEO-GSE161918,GEO-GSM4929210,18468
GEO-GSE161918,GEO-GSM4929211,17635
GEO-GSE161918,GEO-GSM4929212,20357
GEO-GSE161918,GEO-GSM4929213,21174
GEO-GSE161918,GEO-GSM4929214,25914
GEO-GSE161918,GEO-GSM4929215,19982
GEO-GSE161918,GEO-GSM4929216,15977
GEO-GSE161918,GEO-GSM4929217,17524
GEO-GSE161918,GEO-GSM4929218,19746
GEO-GSE161918,GEO-GSM4929219,19103
GEO-GSE161918,GEO-GSM4929220,20869
GEO-GSE161918,GEO-GSM4929221,17792
GEO-GSE161918,GEO-GSM4929222,17902
GEO-GSE161918,GEO-GSM4929223,18851
GEO-GSE161918,GEO-GSM4929224,15605
GEO-GSE161918,GEO-GSM4929225,18689
GEO-GSE161918,GEO-GSM4929226,26046
GEO-GSE161918,GEO-GSM4929227,22911
GEO-GSE161918,GEO-GSM4929228,18888
GEO-GSE161918,GEO-GSM4929229,19404
GEO-GSE161918,GEO-GSM4929230,24053
GEO-GSE161918,GEO-GSM4929231,16423
GEO-GSE161918,GEO-GSM4929232,19458
GEO-GSE169446,GEO-GSM5203285,7635
GEO-GSE169446,GEO-GSM5203286,4086
GEO-GSE190487,GEO-GSM5724573,6565
GEO-GSE122960,GEO-GSM3489182,7143
GEO-GSE122960,GEO-GSM3489183,5107
GEO-GSE122960,GEO-GSM3489184,4068
GEO-GSE122960,GEO-GSM3489185,6745
GEO-GSE122960,GEO-GSM3489186,2814
GEO-GSE122960,GEO-GSM3489187,6918
GEO-GSE122960,GEO-GSM3489188,11203
GEO-GSE122960,GEO-GSM3489189,9061
GEO-GSE122960,GEO-GSM3489190,5861
GEO-GSE122960,GEO-GSM3489191,9972
GEO-GSE122960,GEO-GSM3489192,6165
GEO-GSE122960,GEO-GSM3489193,8879
GEO-GSE122960,GEO-GSM3489194,8172
GEO-GSE122960,GEO-GSM3489195,13935
GEO-GSE122960,GEO-GSM3489196,11022
GEO-GSE122960,GEO-GSM3489197,26434
GEO-GSE122960,GEO-GSM3489198,11466
GEO-GSE152805,GEO-GSM4626765,1674
GEO-GSE152805,GEO-GSM4626766,6200
GEO-GSE152805,GEO-GSM4626768,4640
GEO-GSE152805,GEO-GSM4626771,4876
GEO-GSE152805,GEO-GSM4626767,3785
GEO-GSE152805,GEO-GSM4626763,5100
GEO-GSE152805,GEO-GSM4626764,3883
GEO-GSE152805,GEO-GSM4626769,3180
GEO-GSE152805,GEO-GSM4626770,3547
GEO-GSE159117,GEO-GSM4819747,10483
GEO-GSE160097,GEO-GSM4859835,2942
GEO-GSE160097,GEO-GSM4859836,2368
GEO-GSE160097,GEO-GSM4859837,1770
GEO-GSE160097,GEO-GSM4859838,2726
GEO-GSE160097,GEO-GSM4859839,3132
GEO-GSE160097,GEO-GSM4859840,4461
GEO-GSE160097,GEO-GSM4859841,2757
GEO-GSE160097,GEO-GSM4859842,2961
GEO-GSE160097,GEO-GSM4859843,2611
GEO-GSE160097,GEO-GSM4859844,2323
GEO-GSE160097,GEO-GSM4859845,3863
GEO-GSE160097,GEO-GSM4859846,4315
GEO-GSE160097,GEO-GSM4859847,3209
GEO-GSE160097,GEO-GSM4859848,1819
GEO-GSE160097,GEO-GSM4859849,2776
GEO-GSE160097,GEO-GSM4859850,1657
GEO-GSE160097,GEO-GSM4859851,2870
GEO-GSE160097,GEO-GSM4859852,29
GEO-GSE160097,GEO-GSM4859853,1995
GEO-GSE160097,GEO-GSM4859854,2880
GEO-GSE160097,GEO-GSM4859855,2467
GEO-GSE160097,GEO-GSM4859856,1299
GEO-GSE160097,GEO-GSM4859857,1662
GEO-GSE160097,GEO-GSM4859858,2391
GEO-GSE160097,GEO-GSM4859859,4197
GEO-GSE160097,GEO-GSM4859860,2287
GEO-GSE160097,GEO-GSM4859861,356
GEO-GSE160097,GEO-GSM4859862,2863
GEO-GSE160097,GEO-GSM4859863,2608
GEO-GSE160097,GEO-GSM4859864,2557
GEO-GSE160097,GEO-GSM4859865,2516
GEO-GSE160097,GEO-GSM4859866,2938
GEO-GSE160097,GEO-GSM4859867,3551
GEO-GSE160097,GEO-GSM4859868,2895
GEO-GSE160097,GEO-GSM4859869,2680
GEO-GSE160097,GEO-GSM4859870,1829
GEO-GSE160097,GEO-GSM4859871,2802
GEO-GSE160097,GEO-GSM4859872,3195
GEO-GSE160097,GEO-GSM4859873,3362
GEO-GSE160097,GEO-GSM4859874,3088
GEO-GSE168710,GEO-GSM5159500,20451
GEO-GSE168710,GEO-GSM5159501,23523
GEO-GSE168710,GEO-GSM5159502,18465
GEO-GSE168710,GEO-GSM5159503,17856
GEO-GSE176308,GEO-GSM5362559,1435
GEO-GSE176308,GEO-GSM5362560,1666
GEO-GSE176308,GEO-GSM5362561,1120
GEO-GSE181082,GEO-GSM5484337,4339
GEO-GSE181082,GEO-GSM5484338,5536
GEO-GSE196150,GEO-GSM5861295,2170
GEO-GSE196150,GEO-GSM5861296,1446
GEO-GSE196150,GEO-GSM5861297,1959
GEO-GSE196150,GEO-GSM5861298,1012
GEO-GSE196150,GEO-GSM5861299,1741
GEO-GSE167029,GEO-GSM5091043,32166
GEO-GSE167029,GEO-GSM5091045,5836
GEO-GSE167029,GEO-GSM5091050,6907
GEO-GSE167029,GEO-GSM5091052,10518
GEO-GSE167029,GEO-GSM5091054,7696
GEO-GSE167029,GEO-GSM5091057,8118
GEO-GSE167029,GEO-GSM5091058,8064
GEO-GSE167029,GEO-GSM5091059,8553
GEO-GSE167029,GEO-GSM5091060,10226
GEO-GSE167029,GEO-GSM5091035,8542
GEO-GSE167029,GEO-GSM5091037,9550
GEO-GSE167029,GEO-GSM5091040,15008
GEO-GSE167029,GEO-GSM5091042,8657
GEO-GSE167029,GEO-GSM5091048,6605
GEO-GSE167029,GEO-GSM5091051,7614
GEO-GSE167029,GEO-GSM5091053,8204
GEO-GSE167029,GEO-GSM5091055,6685
GEO-GSE167029,GEO-GSM5091056,6281
GEO-GSE167029,GEO-GSM5091036,11859
GEO-GSE167029,GEO-GSM5091038,15089
GEO-GSE167029,GEO-GSM5091039,13998
GEO-GSE167029,GEO-GSM5091041,8707
GEO-GSE167029,GEO-GSM5091044,8975
GEO-GSE167029,GEO-GSM5091046,3235
GEO-GSE167029,GEO-GSM5091047,7596
GEO-GSE167029,GEO-GSM5091049,5225
GEO-GSE167029,GEO-GSM5091061,9375
GEO-GSE186344,GEO-GSM5645890,3886
GEO-GSE186344,GEO-GSM5645891,6798
GEO-GSE186344,GEO-GSM5645892,11963
GEO-GSE186344,GEO-GSM5645894,9985
GEO-GSE186344,GEO-GSM5645898,7591
GEO-GSE186344,GEO-GSM5645900,2483
GEO-GSE186344,GEO-GSM5645889,9800
GEO-GSE186344,GEO-GSM5645893,11656
GEO-GSE186344,GEO-GSM5645895,3845
GEO-GSE186344,GEO-GSM5645896,7247
GEO-GSE186344,GEO-GSM5645904,6973
GEO-GSE186344,GEO-GSM5645906,6417
GEO-GSE186344,GEO-GSM5645908,6828
GEO-GSE186344,GEO-GSM5645888,2228
GEO-GSE186344,GEO-GSM5645897,5675
GEO-GSE186344,GEO-GSM5645902,1539
GEO-GSE186344,GEO-GSM5645909,4282
GEO-GSE150660,GEO-GSM4555891,5415
GEO-GSE150660,GEO-GSM4555887,4190
GEO-GSE150660,GEO-GSM4555888,3766
GEO-GSE150660,GEO-GSM4555889,2871
GEO-GSE150660,GEO-GSM4555890,2131
GEO-GSE162234,GEO-GSM4947354,4601
GEO-GSE162234,GEO-GSM4947350,6745
GEO-GSE162234,GEO-GSM4947352,3749
GEO-GSE162234,GEO-GSM4947355,3625
GEO-GSE162234,GEO-GSM4947351,3642
GEO-GSE162234,GEO-GSM4947353,5815
GEO-GSE158013,GEO-GSM5123951,7735
GEO-GSE158013,GEO-GSM5123952,8207
GEO-GSE158013,GEO-GSM5123953,8207
GEO-GSE158013,GEO-GSM5123955,7629
GEO-GSE158013,GEO-GSM4949911,8180
GEO-GSE158013,GEO-GSM5123949,7623
GEO-GSE158013,GEO-GSM5123950,8598
GEO-GSE158013,GEO-GSM5123954,8648
GEO-GSE161529,GEO-GSM4909253,4948
GEO-GSE161529,GEO-GSM4909259,3084
GEO-GSE161529,GEO-GSM4909260,5176
GEO-GSE161529,GEO-GSM4909264,2149
GEO-GSE161529,GEO-GSM4909269,7783
GEO-GSE161529,GEO-GSM4909270,10088
GEO-GSE161529,GEO-GSM4909273,6347
GEO-GSE161529,GEO-GSM4909274,1793
GEO-GSE161529,GEO-GSM4909275,11974
GEO-GSE161529,GEO-GSM4909277,7793
GEO-GSE161529,GEO-GSM4909279,5894
GEO-GSE161529,GEO-GSM4909284,1827
GEO-GSE161529,GEO-GSM4909286,6298
GEO-GSE161529,GEO-GSM4909290,11848
GEO-GSE161529,GEO-GSM4909292,600
GEO-GSE161529,GEO-GSM4909294,18937
GEO-GSE161529,GEO-GSM4909295,3331
GEO-GSE161529,GEO-GSM4909298,6641
GEO-GSE161529,GEO-GSM4909300,1435
GEO-GSE161529,GEO-GSM4909301,5420
GEO-GSE161529,GEO-GSM4909304,7315
GEO-GSE161529,GEO-GSM4909306,7975
GEO-GSE161529,GEO-GSM4909308,6190
GEO-GSE161529,GEO-GSM4909310,886
GEO-GSE161529,GEO-GSM4909317,9759
GEO-GSE161529,GEO-GSM4909318,3694
GEO-GSE161529,GEO-GSM4909319,12484
GEO-GSE161529,GEO-GSM4909321,4849
GEO-GSE161529,GEO-GSM4909254,6853
GEO-GSE161529,GEO-GSM4909256,9322
GEO-GSE161529,GEO-GSM4909265,5574
GEO-GSE161529,GEO-GSM4909267,3029
GEO-GSE161529,GEO-GSM4909268,7337
GEO-GSE161529,GEO-GSM4909271,2253
GEO-GSE161529,GEO-GSM4909272,2463
GEO-GSE161529,GEO-GSM4909278,6825
GEO-GSE161529,GEO-GSM4909281,3631
GEO-GSE161529,GEO-GSM4909291,4670
GEO-GSE161529,GEO-GSM4909296,7356
GEO-GSE161529,GEO-GSM4909297,7268
GEO-GSE161529,GEO-GSM4909299,8814
GEO-GSE161529,GEO-GSM4909303,3276
GEO-GSE161529,GEO-GSM4909305,3390
GEO-GSE161529,GEO-GSM4909309,5556
GEO-GSE161529,GEO-GSM4909311,4056
GEO-GSE161529,GEO-GSM4909312,7234
GEO-GSE161529,GEO-GSM4909313,4036
GEO-GSE161529,GEO-GSM4909314,2408
GEO-GSE161529,GEO-GSM4909315,13708
GEO-GSE161529,GEO-GSM4909320,935
GEO-GSE161529,GEO-GSM4909255,1195
GEO-GSE161529,GEO-GSM4909257,6404
GEO-GSE161529,GEO-GSM4909258,3011
GEO-GSE161529,GEO-GSM4909261,3416
GEO-GSE161529,GEO-GSM4909262,4784
GEO-GSE161529,GEO-GSM4909263,1672
GEO-GSE161529,GEO-GSM4909266,4584
GEO-GSE161529,GEO-GSM4909276,4296
GEO-GSE161529,GEO-GSM4909280,5533
GEO-GSE161529,GEO-GSM4909282,15835
GEO-GSE161529,GEO-GSM4909283,1016
GEO-GSE161529,GEO-GSM4909285,5529
GEO-GSE161529,GEO-GSM4909287,9465
GEO-GSE161529,GEO-GSM4909288,20864
GEO-GSE161529,GEO-GSM4909289,4714
GEO-GSE161529,GEO-GSM4909293,6546
GEO-GSE161529,GEO-GSM4909302,10569
GEO-GSE161529,GEO-GSM4909307,6367
GEO-GSE161529,GEO-GSM4909316,8044
GEO-GSE147821,GEO-GSM4446535,7746
GEO-GSE147821,GEO-GSM4446537,14320
GEO-GSE147821,GEO-GSM4446539,13701
GEO-GSE147821,GEO-GSM4446541,8089
GEO-GSE147821,GEO-GSM4446543,31279
GEO-GSE147821,GEO-GSM4734602,10192
GEO-GSE147821,GEO-GSM4734604,6906
GEO-GSE147821,GEO-GSM4446536,13562
GEO-GSE147821,GEO-GSM4446538,6678
GEO-GSE147821,GEO-GSM4734601,5661
GEO-GSE147821,GEO-GSM4734603,10077
GEO-GSE147821,GEO-GSM4446540,10298
GEO-GSE147821,GEO-GSM4446542,11347
GEO-GSE168453,GEO-GSM5140589,21063
GEO-GSE168453,GEO-GSM5140592,22362
GEO-GSE168453,GEO-GSM5140593,22453
GEO-GSE168453,GEO-GSM5140595,22444
GEO-GSE168453,GEO-GSM5140599,21347
GEO-GSE168453,GEO-GSM5140602,14366
GEO-GSE168453,GEO-GSM5140605,12613
GEO-GSE168453,GEO-GSM5140611,15912
GEO-GSE168453,GEO-GSM5140613,15118
GEO-GSE168453,GEO-GSM5140618,15666
GEO-GSE168453,GEO-GSM5140619,15480
GEO-GSE168453,GEO-GSM5140625,22443
GEO-GSE168453,GEO-GSM5140626,23204
GEO-GSE168453,GEO-GSM5140630,16903
GEO-GSE168453,GEO-GSM5140632,17921
GEO-GSE168453,GEO-GSM5140633,18463
GEO-GSE168453,GEO-GSM5140636,15690
GEO-GSE168453,GEO-GSM5140637,15590
GEO-GSE168453,GEO-GSM5140596,20736
GEO-GSE168453,GEO-GSM5140597,19868
GEO-GSE168453,GEO-GSM5140600,22181
GEO-GSE168453,GEO-GSM5140601,13529
GEO-GSE168453,GEO-GSM5140607,18906
GEO-GSE168453,GEO-GSM5140610,13804
GEO-GSE168453,GEO-GSM5140612,14953
GEO-GSE168453,GEO-GSM5140617,15441
GEO-GSE168453,GEO-GSM5140620,16296
GEO-GSE168453,GEO-GSM5140621,17389
GEO-GSE168453,GEO-GSM5140623,22477
GEO-GSE168453,GEO-GSM5140628,23988
GEO-GSE168453,GEO-GSM5140629,17580
GEO-GSE168453,GEO-GSM5140634,16878
GEO-GSE168453,GEO-GSM5140635,16545
GEO-GSE168453,GEO-GSM5140590,20710
GEO-GSE168453,GEO-GSM5140591,21326
GEO-GSE168453,GEO-GSM5140594,22110
GEO-GSE168453,GEO-GSM5140598,23242
GEO-GSE168453,GEO-GSM5140603,11820
GEO-GSE168453,GEO-GSM5140604,12569
GEO-GSE168453,GEO-GSM5140606,11547
GEO-GSE168453,GEO-GSM5140608,17845
GEO-GSE168453,GEO-GSM5140609,11387
GEO-GSE168453,GEO-GSM5140614,16760
GEO-GSE168453,GEO-GSM5140615,14926
GEO-GSE168453,GEO-GSM5140616,16092
GEO-GSE168453,GEO-GSM5140622,18676
GEO-GSE168453,GEO-GSM5140624,21564
GEO-GSE168453,GEO-GSM5140627,23570
GEO-GSE168453,GEO-GSM5140631,15708
GEO-GSE168453,GEO-GSM5140638,17775
GEO-GSE180544,GEO-GSM5464616,9147
GEO-GSE180544,GEO-GSM5464618,6590
GEO-GSE180544,GEO-GSM5464615,7220
GEO-GSE180544,GEO-GSM5464617,4543
GEO-GSE181862,GEO-GSM5513394,7410
GEO-GSE181862,GEO-GSM5513395,9278
GEO-GSE181862,GEO-GSM5513396,9265
GEO-GSE181862,GEO-GSM5513397,13854
GEO-GSE181862,GEO-GSM5513398,18122
GEO-GSE181862,GEO-GSM5513399,26334
GEO-GSE181862,GEO-GSM5513400,32599
GEO-GSE181862,GEO-GSM5513401,37167
GEO-GSE182694,GEO-GSM5534766,4194
GEO-GSE182694,GEO-GSM5534767,3416
GEO-GSE182694,GEO-GSM5534768,4266
GEO-GSE182694,GEO-GSM5534769,2339
GEO-GSE182694,GEO-GSM5534770,2681
GEO-GSE182694,GEO-GSM5534771,5211
GEO-GSE182694,GEO-GSM5534772,971
GEO-GSE182694,GEO-GSM5534773,1356
GEO-GSE182694,GEO-GSM5534774,4521
GEO-GSE182694,GEO-GSM5534775,1509
GEO-GSE182694,GEO-GSM5534776,4836
GEO-GSE182694,GEO-GSM5534777,2069
GEO-GSE182694,GEO-GSM5534778,1949
GEO-GSE182694,GEO-GSM5534779,518
GEO-GSE182694,GEO-GSM5534780,1460
GEO-GSE182694,GEO-GSM5534781,1441
GEO-GSE182694,GEO-GSM5534782,5529
GEO-GSE193102,GEO-GSM5773278,5558
GEO-GSE193102,GEO-GSM5773279,5934
GEO-GSE193102,GEO-GSM5773280,5884
GEO-GSE193102,GEO-GSM5773281,7272
GEO-GSE193102,GEO-GSM5773282,6972
GEO-GSE193102,GEO-GSM5773283,7309
GEO-GSE193102,GEO-GSM5773284,6258
GEO-GSE193102,GEO-GSM5773285,7106
GEO-GSE193102,GEO-GSM5773286,6243
GEO-GSE193102,GEO-GSM5773287,7376
GEO-GSE193102,GEO-GSM5773288,6968
GEO-GSE193102,GEO-GSM5773289,9605
GEO-GSE195709,GEO-GSM5848673,11180
GEO-GSE195709,GEO-GSM5848674,3400
GEO-GSE195709,GEO-GSM5848675,17509
GEO-GSE195709,GEO-GSM5848676,10870
GEO-GSE195709,GEO-GSM5848677,2607
GEO-GSE195709,GEO-GSM5848678,10032
GEO-GSE195709,GEO-GSM5848679,6340
GEO-GSE195709,GEO-GSM5848680,5579
GEO-GSE195709,GEO-GSM5848681,5449
GEO-GSE164690,GEO-GSM5017021,1924
GEO-GSE164690,GEO-GSM5017023,5402
GEO-GSE164690,GEO-GSM5017029,1870
GEO-GSE164690,GEO-GSM5017031,3156
GEO-GSE164690,GEO-GSM5017034,2541
GEO-GSE164690,GEO-GSM5017035,982
GEO-GSE164690,GEO-GSM5017036,1977
GEO-GSE164690,GEO-GSM5017040,2179
GEO-GSE164690,GEO-GSM5017041,1467
GEO-GSE164690,GEO-GSM5017043,2302
GEO-GSE164690,GEO-GSM5017051,2575
GEO-GSE164690,GEO-GSM5017052,4098
GEO-GSE164690,GEO-GSM5017054,1802
GEO-GSE164690,GEO-GSM5017055,4617
GEO-GSE164690,GEO-GSM5017056,3892
GEO-GSE164690,GEO-GSM5017059,1465
GEO-GSE164690,GEO-GSM5017068,7657
GEO-GSE164690,GEO-GSM5017069,4282
GEO-GSE164690,GEO-GSM5017070,3756
GEO-GSE164690,GEO-GSM5017024,1306
GEO-GSE164690,GEO-GSM5017025,1214
GEO-GSE164690,GEO-GSM5017026,1730
GEO-GSE164690,GEO-GSM5017028,1796
GEO-GSE164690,GEO-GSM5017030,1926
GEO-GSE164690,GEO-GSM5017037,1976
GEO-GSE164690,GEO-GSM5017038,4693
GEO-GSE164690,GEO-GSM5017046,3748
GEO-GSE164690,GEO-GSM5017047,1822
GEO-GSE164690,GEO-GSM5017058,4376
GEO-GSE164690,GEO-GSM5017061,3525
GEO-GSE164690,GEO-GSM5017063,1948
GEO-GSE164690,GEO-GSM5017066,3918
GEO-GSE164690,GEO-GSM5017071,809
GEO-GSE164690,GEO-GSM5017022,2656
GEO-GSE164690,GEO-GSM5017027,5804
GEO-GSE164690,GEO-GSM5017032,3180
GEO-GSE164690,GEO-GSM5017033,1743
GEO-GSE164690,GEO-GSM5017039,1634
GEO-GSE164690,GEO-GSM5017042,2057
GEO-GSE164690,GEO-GSM5017044,4339
GEO-GSE164690,GEO-GSM5017048,1802
GEO-GSE164690,GEO-GSM5017049,3794
GEO-GSE164690,GEO-GSM5017050,2564
GEO-GSE164690,GEO-GSM5017053,2141
GEO-GSE164690,GEO-GSM5017057,1751
GEO-GSE164690,GEO-GSM5017060,1820
GEO-GSE164690,GEO-GSM5017062,1254
GEO-GSE164690,GEO-GSM5017064,4316
GEO-GSE164690,GEO-GSM5017065,3177
GEO-GSE164690,GEO-GSM5017067,7802
GEO-GSE174376,GEO-GSM5390456,3809
GEO-GSE174376,GEO-GSM5390457,9356
GEO-GSE174376,GEO-GSM5390458,7324
GEO-GSE174376,GEO-GSM5390459,6929
GEO-GSE174376,GEO-GSM5390463,7736
GEO-GSE174376,GEO-GSM5390464,6356
GEO-GSE174376,GEO-GSM5390470,8801
GEO-GSE174376,GEO-GSM5390471,6456
GEO-GSE174376,GEO-GSM5390472,9759
GEO-GSE174376,GEO-GSM5293229,4712
GEO-GSE174376,GEO-GSM5390460,3898
GEO-GSE174376,GEO-GSM5390465,5848
GEO-GSE174376,GEO-GSM5390466,9124
GEO-GSE174376,GEO-GSM5390467,9388
GEO-GSE174376,GEO-GSM5390469,6966
GEO-GSE174376,GEO-GSM5390461,7571
GEO-GSE174376,GEO-GSM5390462,4737
GEO-GSE174376,GEO-GSM5390468,6645
GEO-GSE174376,GEO-GSM5390473,6651
GEO-GSE174376,GEO-GSM5390474,6943
GEO-GSE167825,GEO-GSM5113796,5548
GEO-GSE167825,GEO-GSM5113797,5008
GEO-GSE167825,GEO-GSM5113798,4261
GEO-GSE167825,GEO-GSM5113810,4783
GEO-GSE167825,GEO-GSM5113816,5637
GEO-GSE167825,GEO-GSM5113817,7754
GEO-GSE167825,GEO-GSM5113832,2111
GEO-GSE167825,GEO-GSM5113800,6112
GEO-GSE167825,GEO-GSM5113801,5928
GEO-GSE167825,GEO-GSM5113802,5001
GEO-GSE167825,GEO-GSM5113803,4184
GEO-GSE167825,GEO-GSM5113807,6013
GEO-GSE167825,GEO-GSM5113809,4973
GEO-GSE167825,GEO-GSM5113811,6434
GEO-GSE167825,GEO-GSM5113812,6162
GEO-GSE167825,GEO-GSM5113814,5709
GEO-GSE167825,GEO-GSM5113818,5221
GEO-GSE167825,GEO-GSM5113833,165
GEO-GSE167825,GEO-GSM5113799,6116
GEO-GSE167825,GEO-GSM5113804,6410
GEO-GSE167825,GEO-GSM5113805,6094
GEO-GSE167825,GEO-GSM5113806,5688
GEO-GSE167825,GEO-GSM5113808,6192
GEO-GSE167825,GEO-GSM5113813,5654
GEO-GSE167825,GEO-GSM5113815,5677
GEO-GSE167825,GEO-GSM5113819,5383
GEO-GSE167825,GEO-GSM5113834,49
GEO-GSE181764,GEO-GSM5511025,70467
GEO-GSE181764,GEO-GSM5511027,6685
GEO-GSE181764,GEO-GSM5511028,4412
GEO-GSE181764,GEO-GSM5511031,10608
GEO-GSE181764,GEO-GSM5511024,8690
GEO-GSE181764,GEO-GSM5511026,3836
GEO-GSE181764,GEO-GSM5511029,11312
GEO-GSE181764,GEO-GSM5511023,1679
GEO-GSE181764,GEO-GSM5511030,12446
GEO-GSE200972,GEO-GSM6047623,8486
GEO-GSE200972,GEO-GSM6047630,9475
GEO-GSE200972,GEO-GSM6047631,9365
GEO-GSE200972,GEO-GSM6047633,9701
GEO-GSE200972,GEO-GSM6047634,8840
GEO-GSE200972,GEO-GSM6047624,7737
GEO-GSE200972,GEO-GSM6047626,8884
GEO-GSE200972,GEO-GSM6047632,6437
GEO-GSE200972,GEO-GSM6047625,9259
GEO-GSE200972,GEO-GSM6047627,10426
GEO-GSE200972,GEO-GSM6047628,9477
GEO-GSE200972,GEO-GSM6047629,9831
GEO-GSE200972,GEO-GSM6047635,11252
GEO-GSE200972,GEO-GSM6047636,12788
GEO-GSE200107,GEO-GSM6008809,12162
GEO-GSE200107,GEO-GSM6008813,13220
GEO-GSE200107,GEO-GSM6008815,8949
GEO-GSE200107,GEO-GSM6008817,7965
GEO-GSE200107,GEO-GSM6008821,11276
GEO-GSE200107,GEO-GSM6008822,6638
GEO-GSE200107,GEO-GSM6008812,3815
GEO-GSE200107,GEO-GSM6008816,9596
GEO-GSE200107,GEO-GSM6008818,8166
GEO-GSE200107,GEO-GSM6008820,9683
GEO-GSE200107,GEO-GSM6008810,9509
GEO-GSE200107,GEO-GSM6008811,6101
GEO-GSE200107,GEO-GSM6008814,10319
GEO-GSE200107,GEO-GSM6008819,6326
GEO-GSE200107,GEO-GSM6008823,5138
GEO-GSE198840,GEO-GSM5957793,66967
GEO-GSE198840,GEO-GSM5957794,59566
GEO-GSE159812,GEO-GSM4848442,6685
GEO-GSE159812,GEO-GSM4848443,2440
GEO-GSE159812,GEO-GSM4848446,2833
GEO-GSE159812,GEO-GSM4848455,4458
GEO-GSE159812,GEO-GSM4848458,3004
GEO-GSE159812,GEO-GSM4848459,3577
GEO-GSE159812,GEO-GSM4848460,4635
GEO-GSE159812,GEO-GSM5171530,4239
GEO-GSE159812,GEO-GSM5171532,1779
GEO-GSE159812,GEO-GSM5171534,4395
GEO-GSE159812,GEO-GSM4848448,4885
GEO-GSE159812,GEO-GSM4848452,2130
GEO-GSE159812,GEO-GSM4848453,5027
GEO-GSE159812,GEO-GSM4848454,5960
GEO-GSE159812,GEO-GSM4848456,2998
GEO-GSE159812,GEO-GSM5171528,3908
GEO-GSE159812,GEO-GSM5171529,6806
GEO-GSE159812,GEO-GSM5171531,6825
GEO-GSE159812,GEO-GSM5171535,1073
GEO-GSE159812,GEO-GSM4848444,5886
GEO-GSE159812,GEO-GSM4848445,4580
GEO-GSE159812,GEO-GSM4848447,2530
GEO-GSE159812,GEO-GSM4848449,2341
GEO-GSE159812,GEO-GSM4848450,2817
GEO-GSE159812,GEO-GSM4848451,3771
GEO-GSE159812,GEO-GSM4848457,4176
GEO-GSE159812,GEO-GSM4848461,4301
GEO-GSE159812,GEO-GSM5171533,6012
GEO-GSE159812,GEO-GSM5171536,3124
GEO-GSE159812,GEO-GSM5171537,3681
GEO-GSE189357,GEO-GSM5699779,12573
GEO-GSE189357,GEO-GSM5699784,15335
GEO-GSE189357,GEO-GSM5699785,17435
GEO-GSE189357,GEO-GSM5699777,14821
GEO-GSE189357,GEO-GSM5699778,17801
GEO-GSE189357,GEO-GSM5699780,11673
GEO-GSE189357,GEO-GSM5699781,18869
GEO-GSE189357,GEO-GSM5699782,8917
GEO-GSE189357,GEO-GSM5699783,3488
GEO-GSE132771,GEO-GSM3891622,4671
GEO-GSE132771,GEO-GSM3891623,4072
GEO-GSE132771,GEO-GSM3891625,4320
GEO-GSE132771,GEO-GSM3891626,4391
GEO-GSE132771,GEO-GSM3891628,5945
GEO-GSE132771,GEO-GSM3891631,8311
GEO-GSE132771,GEO-GSM3891634,2420
GEO-GSE132771,GEO-GSM3891635,4897
GEO-GSE132771,GEO-GSM3891620,9219
GEO-GSE132771,GEO-GSM3891621,3669
GEO-GSE132771,GEO-GSM3891627,1583
GEO-GSE132771,GEO-GSM3891630,12886
GEO-GSE132771,GEO-GSM3891632,8706
GEO-GSE132771,GEO-GSM3891624,2386
GEO-GSE132771,GEO-GSM3891629,3465
GEO-GSE132771,GEO-GSM3891633,2650
GEO-GSE153358,GEO-GSM4642793,21982
GEO-GSE153358,GEO-GSM4642795,20368
GEO-GSE153358,GEO-GSM4642794,14047
GEO-GSE153358,GEO-GSM4642796,16879
GEO-GSE146194,GEO-GSM4367989,204514
GEO-GSE184362,GEO-GSM5585103,8970
GEO-GSE184362,GEO-GSM5585105,7704
GEO-GSE184362,GEO-GSM5585108,9694
GEO-GSE184362,GEO-GSM5585111,3034
GEO-GSE184362,GEO-GSM5585124,7056
GEO-GSE184362,GEO-GSM5585102,5917
